Regency,2017,2018,2019
Kota Sawah Lunto,95.37,97.34,91.85
Kota Padang Panjang,91.96,100.56,95.83
Kota Bukittinggi,95.55,98.27,94.26
Kota Payakumbuh,92.54,96.19,91.96
Kota Pariaman,97.58,99.51,93.76
Kuantan Singingi,86.94,86.28,86.18
Indragiri Hulu,92.1,92.53,92.36
Indragiri Hilir,98.14,97.83,93.95
Pelalawan,95.15,93.64,91.74
Siak,98.89,98.23,95.9
Kampar,88.81,91.08,89.85
Rokan Hulu,86.2,96.82,90.61
Bengkalis,97.84,98.43,98.75
Rokan Hilir,99.77,106.68,101.65
Kepulauan Meranti,107.9,110.81,104.61
Kota Pekanbaru,86.89,90.59,93.71
Kota Dumai,100.75,102.12,101.47
Kerinci,76.81,91.74,97.14
Merangin,85.35,89.13,95.25
Sarolangun,87.1,88.04,96.02
Batang Hari,87.12,89.29,86.81
Muaro Jambi,85.2,94.25,96.74
Tanjung Jabung Timur,94.46,101.52,102.05
Tanjung Jabung Barat,93.61,103.63,106.24
Tebo,89.73,89.18,85.07
Bungo,82.8,87.04,88.42
Kota Jambi,86.83,89.15,91.62
Kota Sungai Penuh,88.14,96.48,94.94
Ogan Komering Ulu,94.14,91.74,90.5
Ogan Komering Ilir,92.74,95.83,95.05
Muara Enim,94.88,95.78,98.92
Lahat,94.46,92.29,93.52
Musi Rawas,102.36,100.5,93.55
Musi Banyuasin,98.35,100.86,95.47
Banyu Asin,104.72,100.04,97.96
Ogan Komering Ulu Selatan,95.27,90.16,88.22
Ogan Komering Ulu Timur,96.59,98.29,98.37
Ogan Ilir,104.96,99.06,92.5
Empat Lawang,100.81,92.44,92.27
Penukal Abab Lematang Ilir,94.49,101.82,100.33
Musi Rawas Utara,103.61,101.86,94.12
Kota Palembang,98.3,99.46,90.52
Kota Prabumulih,97.87,100.45,95.1
Kota Pagar Alam,100.29,101.61,99.63
Kota Lubuklinggau,104.5,98.99,91.49
Bengkulu Selatan,89.64,93.03,91.79
Rejang Lebong,94.04,94.99,95.03
Bengkulu Utara,92.02,96.05,94.82
Kaur,90.54,96.91,97.46
Seluma,92.61,97.1,95.44
Mukomuko,102.83,102.4,98.3
Lebong,94.91,97.71,95.18
Kepahiang,90.14,95.64,93.65
Bengkulu Tengah,91.43,95.79,93.32
Kota Bengkulu,95.26,98.25,92.65
Lampung Barat,102.89,97.53,100.9
Tanggamus,97.47,88.7,89.89
Lampung Selatan,83.53,85.75,86.78
Lampung Timur,80.49,78.9,81.49
Lampung Tengah,84.97,85.63,85.37
Lampung Utara,86.46,85.86,87.27
Way Kanan,94.34,90.73,89.7
Tulangbawang,92.85,100.68,91.18
Pesawaran,87.54,83.22,80.49
Pringsewu,84.8,84.28,82.95
Mesuji,99.42,93.99,93.6
Tulang Bawang Barat,92.87,99.63,97.73
Pesisir Barat,103.99,100.08,102.22
Kota Bandar Lampung,80.53,85.03,84.5
Kota Metro,83.93,83.53,82.22
Bangka,98.62,97.49,99.3
Belitung,98.07,99.2,104.06
Bangka Barat,105.06,99.43,103.2
Bangka Tengah,106.75,101.28,100.16
Bangka Selatan,102.82,101.04,100.88
Belitung Timur,97.5,96.49,104.42
Kota Pangkal Pinang,103.56,100.18,97.09
Karimun,119.9,118.56,122.91
Bintan,116.31,115.04,122.19
Natuna,137.78,139.7,130.28
Lingga,103.1,127.84,126.96
Kepulauan Anambas,155.84,158.56,147.92
Kota Batam,116.47,118.79,124.08
Kota Tanjung Pinang,116.61,120.69,125.75
Kep. Seribu,127.1,116.74,125.15
Kota Jakarta Selatan,122.58,116.61,119.33
Kota Jakarta Timur,124.46,104.11,112.11
Kota Jakarta Pusat,111.69,104.96,107.81
Kota Jakarta Barat,109.96,105.86,108.58
Kota Jakarta Utara,110.91,107.34,112.31
Bogor,108.78,116.01,118.57
Sukabumi,94.58,99.79,100.34
Cianjur,90.8,97.17,94.06
Bandung,99,106.99,106.34
Garut,93.12,100.9,98.09
Tasikmalaya,99.41,99.39,98.56
Ciamis,90.13,96.31,93.17
Kuningan,97.82,102.12,101.94
Cirebon,100.83,105.07,101.8
Majalengka,97.07,99.33,102.19
Sumedang,93.1,101.79,102.84
Indramayu,103.07,108.36,109.5
Subang,95.17,102.79,105.22
Purwakarta,103.62,107.38,104.02
Karawang,96.84,103.12,101.04
Bekasi,98.66,106.96,108.4
Bandung Barat,90.48,100.82,106.32
Pangandaran,89.53,98.62,95.83
Kota Bogor,95.39,105.8,114.79
Kota Sukabumi,91.2,99.05,99.55
Kota Bandung,103.05,111.81,108.95
Kota Cirebon,90.8,99.01,97.99
Kota Bekasi,102.59,112.09,107.81
Kota Depok,108.9,114.13,110.82
Kota Cimahi,99.93,108.14,105.68
Kota Tasikmalaya,95.44,100.99,100.9
Kota Banjar,88.04,97.59,92.07
Cilacap,89.2,96.18,96.31
Banyumas,86.43,95.99,96.15
Purbalingga,86.7,95.14,94.5
Banjarnegara,90.32,101.13,98.39
Kebumen,84.78,89.04,96.15
Purworejo,89.34,94.63,96.57
Wonosobo,90.74,102.15,100.5
Magelang,90.19,88.02,97.97
Boyolali,93.43,95.04,93.69
Klaten,92.96,99.57,95.03
Sukoharjo,92.51,99.07,98.21
Wonogiri,92.8,99.62,99.46
Karanganyar,94.3,98.27,94.62
Sragen,90.29,100.29,99.97
Grobogan,97.61,104.69,101.11
Blora,97.04,101.26,103.18
Rembang,97.62,102.38,106.07
Pati,96.32,102.66,109.22
Kudus,93.79,99.84,104.6
Jepara,100.18,105.11,110.07
Demak,96.47,103.56,109.46
Semarang,101.72,103.83,105.27
Temanggung,92.37,93.46,101.56
Kendal,93.72,101.13,100.83
Batang,92.01,94.16,94.73
Pekalongan,92.36,100.91,101.02
Pemalang,101.07,103.31,97.63
Tegal,88.85,86.34,98.33
Brebes,94.33,105.87,103.39
Kota Magelang,93.25,99.83,96.85
Kota Surakarta,98.91,98.82,95.88
Kota Salatiga,90.33,98.51,102.1
Kota Semarang,92.42,100,100
Kota Pekalongan,93.82,98.04,99.71
Kota Tegal,91.47,98.32,102.34
Kulon Progo,91.24,103.29,102.6
Bantul,94.45,104.14,104.35
Gunung Kidul,94.78,109.13,105.78
Sleman,89.55,99.5,100.38
Kota Yogyakarta,92.68,108.64,104.09
Pacitan,98.53,100.33,99.33
Ponorogo,99.84,109.67,105.87
Trenggalek,95.99,101.13,101.65
Tulungagung,97.68,102.07,100.54
Blitar,96.85,97.78,100.06
Kediri,93.24,103.41,100.34
Malang,97.29,101.82,105.8
Lumajang,102.21,105.21,107.25
Jember,98.85,105.77,106.93
Banyuwangi,95.34,101.4,107.26
Bondowoso,90.31,94.52,97.58
Situbondo,91.22,98.14,98.06
Probolinggo,98.04,101.15,97.47
Pasuruan,96.84,102.82,102.68
Sidoarjo,103.52,116.41,114.93
Mojokerto,94.94,97.78,101.7
Jombang,93,101.28,101.27
Nganjuk,92.72,102.3,103.22
Madiun,100.17,104.15,104.07
Magetan,101.17,107.27,106.42
Ngawi,103.61,106.76,104.28
Bojonegoro,97.35,104.3,98.62
Tuban,95.27,104.31,102.79
Lamongan,103.52,107.91,110.3
Gresik,100.05,116.7,119.39
Bangkalan,97.27,109.99,108.05
Sampang,103.13,104.53,104.72
Pamekasan,102.54,109.65,105.44
Sumenep,101.01,106.57,107.3
Kota Kediri,93.22,103.67,97.85
Kota Blitar,98.61,100.14,99.91
Kota Malang,96.48,102.49,99.87
Kota Probolinggo,90.78,98.22,94.92
Kota Pasuruan,93.19,101.24,100.42
Kota Mojokerto,95.33,108.25,104.6
Kota Madiun,101.18,105.83,110.14
Kota Surabaya,100,109.67,113.23
Kota Batu,97.53,96.11,100.47
Pandeglang,88.4,95.62,93.5
Lebak,84.49,93.05,88.9
Tangerang,106.46,107.61,100.71
Serang,97.9,99.11,94.34
Kota Tangerang,103.07,105.22,105.72
Kota Cilegon,100.64,98.58,90.3
Kota Serang,98.97,93.11,88.45
Kota Tangerang Selatan,105.39,111.05,106.73
Jembrana,112.93,124.74,126.59
Tabanan,116.36,126.12,122.39
Badung,114.54,126.35,126.12
Gianyar,112.4,120.51,114.65
Klungkung,101.4,112.33,110.16
Bangli,111.63,121.72,116.52
Karangasem,106.66,121.49,118.29
Buleleng,118.47,129.7,119.88
Kota Denpasar,111.37,124.46,118.25
Lombok Barat,93.21,103.26,100.91
Lombok Tengah,91.26,99.84,98.04
Lombok Timur,88.25,103.82,99.67
Sumbawa,90.22,99.15,96.26
Dompu,94.14,96.55,93.37
Bima,89.23,102.21,102.05
Sumbawa Barat,97.58,107.11,100.66
Lombok Utara,85.02,95.14,94.04
Kota Mataram,95.03,101.56,104.44
Kota Bima,93.04,99.49,98.69
Sumba Barat,103.73,106.96,103
Sumba Timur,95.26,101.04,97.77
Kupang,88.23,84.19,88.82
Timor Tengah Selatan,91.49,93.74,96.06
Timor Tengah Utara,83.34,79.78,88.58
Belu,87.36,86.18,88.54
Alor,103.92,121.73,107.91
Lembata,94.44,100.97,100.05
Flores Timur,106.84,105.26,101.87
Sikka,89.5,97.79,96.28
Ende,95.5,101.72,95.66
Ngada,97.47,104.96,92.85
Manggarai,94.79,113.33,114.37
Rote Ndao,102.82,90.3,99.49
Manggarai Barat,91.57,99.47,99.6
Sumba Tengah,100.78,107.53,101.53
Sumba Barat Daya,99.42,106.17,105.98
Nagekeo,99.77,102.12,98.92
Manggarai Timur,96.15,99.99,102.58
Sabu Raijua,112.33,119.78,116.72
Malaka,90.69,85.45,86.91
Kota Kupang,90.63,99.19,101.48
Sambas,118.03,118.04,112.24
Bengkayang,109.58,113.49,114.9
Landak,110.53,116.02,112.72
Mempawah,111.89,115.39,111.36
Sanggau,111.34,116.2,114.83
Ketapang,110.76,108.28,107.95
Sintang,103.18,106.39,110.33
Kapuas Hulu,122.27,118.66,117.45
Sekadau,105.36,115.47,111.29
Melawi,109.84,116.04,109.63
Kayong Utara,106.57,116.43,113.73
Kubu Raya,108.46,113.57,106.14
Kota Pontianak,96.89,108.34,104.44
Kota Singkawang,105.17,113.85,115.14
Kotawaringin Barat,89.37,100.04,100.41
Kotawaringin Timur,94.33,98.81,99.79
Kapuas,87.27,90.46,93.81
Barito Selatan,98.09,105.62,101.8
Barito Utara,98.26,102.28,102.01
Sukamara,102.88,114.21,112.85
Lamandau,96.66,105.95,103.95
Seruyan,95.67,98.63,100.71
Katingan,94.19,95.89,96
Pulang Pisau,96.66,101.64,101.17
Gunung Mas,99.6,104.09,103.11
Barito Timur,93.87,97.17,97.29
Murung Raya,114.62,122.34,117.13
Kota Palangka Raya,95.21,99.05,98.92
Tanah Laut,95.03,102.04,98.48
Kota Baru,101.7,106.71,97.44
Banjar,98.66,104.81,105.12
Barito Kuala,101.76,105.04,104.68
Tapin,97.65,99.97,97.9
Hulu Sungai Selatan,101.56,102.45,97.64
Hulu Sungai Tengah,100.62,102.66,99.61
Hulu Sungai Utara,108.22,106.94,102.37
Tabalong,102.03,103.94,102.35
Tanah Bumbu,97.26,105.9,97.14
Balangan,106.09,108.61,101.01
Kota Banjarmasin,106.41,108.3,105.91
Kota Banjar Baru,105.59,109.18,102.6
Paser,99.12,102.09,103.32
Kutai Barat,115.02,119.36,116.47
Kutai Kartanegara,100.81,120.51,116.23
Kutai Timur,115.63,115.92,119.05
Berau,104.2,104.59,106.96
Penajam Paser Utara,103.25,110.2,109.32
Mahakam Ulu,144.21,166.93,162.74
Kota Balikpapan,101.08,106.08,106.75
Kota Samarinda,107.14,103.33,108.32
Kota Bontang,108.05,104.44,104.55
Malinau,111.61,110.86,108.42
Bulungan,107.51,104.88,108.2
Tana Tidung,143.23,121.07,114.29
Nunukan,114.33,122.99,115.39
Kota Tarakan,103.56,107.61,114.48
Bolaang Mongondow,102.74,101.1,102.22
Minahasa,107.67,107.78,102.01
Kepulauan Sangihe,121.96,133.81,124.75
Kepulauan Talaud,128.17,130.47,136.75
Minahasa Selatan,110.95,108.56,107.98
Minahasa Utara,112.15,108.95,105.97
Bolaang Mongondow Utara,107.67,97.75,99.47
Siau Tagulandang Biaro,120.24,125.95,117.39
Minahasa Tenggara,109.66,107.94,103.19
Bolaang Mongondow Selatan,96.07,101,103.71
Bolaang Mongondow Timur,113.19,109.69,104.54
Kota Manado,107.76,100.18,100.15
Kota Bitung,117.36,114.2,109.88
Kota Tomohon,113.55,110.52,106.25
Kota Kotamobagu,115.5,111.56,106.61
Banggai Kepulauan,99.07,109.39,100.42
Banggai,88.33,100.06,96.81
Morowali,91.2,99.61,91.23
Poso,84.15,92.16,88.46
Donggala,76.5,91.4,86.62
Toli-Toli,91.09,103.58,94.16
Buol,91.87,98.01,91.03
Parigi Moutong,83.54,91.43,89.47
Tojo Una-Una,91.4,98.45,90.32
Sigi,81.38,87.19,86.09
Banggai Laut,95.96,105.33,102.84
Morowali Utara,92.73,98.85,94.93
Kota Palu,81.37,88.77,85.26
Kepulauan Selayar,95.36,116.28,112.16
Bulukumba,92.29,95.24,89.03
Bantaeng,90,96.74,90.84
Jeneponto,95.62,104.03,97.38
Takalar,89.21,92.19,92.71
Gowa,83.84,93.44,88.13
Sinjai,93.75,99.79,94.36
Maros,93.69,97.32,88.75
Pangkajene dan Kepulauan,95.01,99.24,95.65
Barru,88.86,98.97,97.36
Bone,98,100.09,97.6
Soppeng,97.36,96.54,92.25
Wajo,96.76,100.19,98.74
Sidenreng Rappang,98.28,102.34,95.11
Pinrang,97.69,106.9,98.31
Enrekang,98.85,107.22,103.63
Luwu,100.14,107.98,106.19
Tana Toraja,104.03,114.56,105.85
Luwu Utara,96.27,103.51,98.73
Luwu Timur,102.74,107.9,108.49
Toraja Utara,101.91,103.71,97.45
Kota Makasar,94.35,96.99,97.15
Kota Parepare,95.42,98.42,94.44
Kota Palopo,96.87,105.03,100.25
Buton,97.23,105.06,104.05
Muna,101.93,102.86,103.54
Konawe,96.83,97.92,100.1
Kolaka,91.3,95.67,93.89
Konawe Selatan,91.12,95.12,94.97
Bombana,96.52,98.43,96.55
Wakatobi,109.58,108.48,106.13
Kolaka Utara,101.42,103.97,99.33
Buton Utara,114.33,109.09,110.32
Konawe Utara,88.93,98.64,100.48
Kolaka Timur,91.53,90.93,92.38
Konawe Kepulauan,106.15,107.09,104.97
Muna Barat,105.68,108.97,107.49
Buton Tengah,106.29,105.42,105.6
Buton Selatan,103.16,108.61,110.55
Kota Kendari,92.65,93.03,91.45
Kota Baubau,105.47,107,105.76
Boalemo,88.35,100.24,102.37
Gorontalo,93.58,94.98,93.81
Pohuwato,95.63,99.02,99.94
Bone Bolango,88.27,93.82,97.97
Gorontalo Utara,98.16,99.76,99.14
Kota Gorontalo,92.99,91.31,91.85
Majene,80.65,82.94,87.19
Polewali Mandar,83.04,87.35,87.5
Mamasa,95.27,102.68,100.76
Mamuju,85.94,92.72,93.83
Mamuju Utara,83.38,91.53,90.33
Mamuju Tengah,86.08,91.91,94.71
Maluku Tenggara Barat,118.49,128.87,123.22
Maluku Tenggara,130.67,130.82,125.02
Maluku Tengah,107.11,113.76,112.8
Buru,120.57,141.55,140.35
Kepulauan Aru,123.83,136.66,128.52
Seram Bagian Barat,107.47,114.55,115.95
Seram Bagian Timur,113.14,122.56,116.03
Maluku Barat Daya,145.34,128.41,121.85
Buru Selatan,134.04,138.73,131.36
Kota Ambon,104.95,107.36,113.64
Kota Tual,132.91,131.99,127.33
Halmahera Barat,123.44,110.61,117.89
Halmahera Tengah,128.01,121.44,125.66
Kepulauan Sula,124.53,132.24,131.27
Halmahera Selatan,109.31,110.95,108.1
Halmahera Utara,124.3,112.35,110.67
Halmahera Timur,118.52,108.11,117.62
Pulau Morotai,109.84,118.37,116.67
Pulau Taliabu,120.19,130.38,130.99
Kota Ternate,129.46,115.91,119.83
Kota Tidore Kepulauan,123.39,107.97,114.68
Fakfak,135.5,135.83,129.89
Kaimana,133.64,124.79,121.24
Teluk Wondama,131.98,124.62,122.57
Teluk Bintuni,147.63,146.4,156.26
Manokwari,131.26,120.93,120.13
Manokwari Selatan,143.12,133.96,146.32
Pegunungan Arfak,213.02,188.95,192.8
Raja Ampat,142.91,140.26,131.12
Sorong,118.76,128.49,127.39
Sorong Selatan,125.79,124.54,129.04
Maybrat,137.56,125.43,122.63
Tambrauw,162.05,140.9,129.16
Kota Sorong,118.56,119.87,113.03
Jayapura,137.54,125.98,123.98
Kepulauan Yapen,144.96,142.25,149.24
Biak Numfor,142.21,134.88,132.35
Sarmi,188.91,163.77,145.09
Keerom,160.94,147.62,141.98
Waropen,163.01,186.5,171.32
Supiori,150.79,149.02,138.44
Mamberamo Raya,192.76,208.29,193.19
Kota Jayapura,147.06,132.86,121.49
Merauke,168.31,156.56,153.05
Boven Digoel,171.29,161.96,162.63
Mappi,180.53,167.7,152.24
Asmat,231.32,213.94,202.28
Mimika,148,150.54,133.19
Dogiyai,209.49,236.53,224.53
Deiyai,229.29,253.83,238.89
Nabire,147.53,150.45,148.12
Paniai,225.31,250.29,241.21
Intan Jaya,412.52,441.38,439.11
Puncak,469.96,498.98,493.31
Puncak Jaya,436.94,464.12,459.89
Nduga,318.34,325.36,307.41
Jayawijaya,290.37,311.96,304.65
Lanny Jaya,332.92,337.65,333.55
Tolikara,351.23,377.27,360.48
Mamberamo Tengah,403.74,429.33,422.66
Yalimo,343.9,370.5,362.18
Yahukimo,242.78,220.02,205.6
Pegunungan Bintang,391.44,368.02,364.25
